CCR6 	CD57	CD127	CD38	CD4	CD7	CD56	CD28	CD107	gdTCR	VA7.2	CD3	CD27	PDL1	CCR4	CCR7	TBET	CTLA4	TCR-AB	GATA3	CD8	CD25	CD45RA	Granzyme B	Ki67	ICOS	HLA-DR	PD1	CLA
0.505937657810037	0	0.814949518544606	0	0	3.72547416455739	0.409646339388413	0.855975239022163	1.07319660167994	0	0	4.76341872553742	3.73809333044998	0	2.6734734326338	3.25060510330212	0.0677481602015561	0.136773165236534	0.792575031035288	1.63813091292597	5.68984369384886	1.57242957528479	6.17894048595413	2.03567152513767	0	0	0	0	0
0.651519269224081	0	0.353586057777512	0.325045915902433	0	4.2434878109604	0	1.04759301264926	3.01884597801021	0.938320098911077	0	4.34958753022401	3.13279474137634	0	4.92766840619355	0.768949943300641	0	0.49049447492666	0	0	4.04928155510253	0.254251817185298	2.71976074346949	2.68719906850691	0	0.375885772196912	0	1.11900451094165	0
0.54223535642605	0	0	2.3370457188754	0	2.4828631976952	0	0.591838918401305	1.79852692741411	0	0.254639204029913	5.22112631772074	5.00474807307747	0.370280437816274	3.03932170066025	4.25912620873217	1.10571204617329	0	0	1.80399108803616	6.22572599724135	2.00993043732007	7.2215353557261	1.91586536402041	0	0	0	0	0
0.721384208941976	0	0	0.0321944379101634	0	2.49915095579531	0	0.37102845356166	2.78176705095166	0	0	4.52024921488948	3.10967753098966	0.469733969940433	4.4303156366978	2.21181770110473	1.22726710715908	0	0	1.38242892084643	4.88686600085768	0	0.308865662600109	1.39902251315018	0	0	0.695066088147806	0.129834923462431	0
0.693627114797391	0	0.145486227586817	3.9225076588335	0	1.86478217759903	0.684645604072474	2.37547956865409	2.84252734849736	1.0618807792809	0.123088943415165	4.9808553924605	4.81198377769065	0.922895559178716	5.47333313817311	1.83420270456649	0.243584077139666	0.415905514136111	0	0.955449602252906	5.76058092837203	0	0	3.51720351262727	0.379243578873047	1.72611363947747	0.855687309844533	0.438055054704652	3.22718003174562
0	0	0	0	0	2.83011480428233	0	1.94888185792102	2.31545405305835	0.495121191001668	2.30183237578993	4.56982855765159	4.00121802148085	0	3.518839204384	3.43258951806055	0	0	1.51003776989699	1.05816896527053	5.77510390403046	0.239309275109335	6.81603281052331	1.81127538569955	0	0	0	0	0
0.691866705504375	5.84951522089951	1.14597701428141	0	0	0.0896797442690848	0	0	2.12171357933881	0.654631627973796	0	4.68504945349747	0	0.214745668939385	5.09985485474549	0.608203453535432	0	0	1.14978240286811	0.965996240441784	6.04090306995326	0.910623978222922	7.26419727770227	5.38070354800599	0	0	0.076126452653288	0	0.370280437816274
0.427096505844965	0	0	2.69104042467401	1.13320664572499	0	0	0.465594909714355	2.17444161230259	0	0	5.40096647509131	3.37548982239729	0.65512254704493	4.67891209413862	0	0	0	1.1610136810799	1.10104988524065	2.86853408312666	0	3.98908992032485	4.7217124437175	0.561952867426171	0	2.43449384473274	2.11749959415914	0.688340271724194
0.679330353348166	5.96578196807297	0.829974571333572	0	0	0.283007032565813	0.62025713191017	0.18258384229326	2.18142045669427	0	0	4.3909912094402	0	0	5.1760912372474	0.193981168302721	2.71897319991875	0	0	0	5.0900190899754	1.69445869858694	6.66439227433607	6.27793187265471	0.218653548450072	0	0	0	0.360350468636197
0	0	0	0	0.356218533540489	3.56352991762518	0.561264343517658	1.42578425339768	3.40571995389699	0.930970779290668	0.808866935652782	4.58492057486513	2.59835405099679	0	5.06220461640852	1.87021483369376	2.95064631870763	0	0	1.07674272049297	6.6174315288924	1.19120787758037	4.78362730199023	6.45874628132683	1.0241417895898	0	0	0	0
0.103017682868945	0	0	0	2.3341700595456	3.32565274477875	0	1.89948410228791	1.27550004746413	0.733761094359753	0.11872092067153	4.42827949239139	2.64006794722366	0.205353663216256	5.15442028350633	2.58761357026543	1.09034504974169	1.01058448107441	0	2.6188029094658	5.24412767671131	1.84819053140254	3.97082113085015	2.18026065022222	0.818203180792049	0	0	0	3.00058834262237
0.0950567852747602	0	0	0.599111033461611	0	3.51947853921662	3.54348696234875	0	2.14002520350764	0	0.997014809064953	4.73537340427851	0	0	4.67091450084213	0.889411696789379	0	1.00310622017009	2.05359452240672	1.77216289340524	5.68464106387955	1.79607494705924	7.24200443607994	4.09186666580829	0.187499447833531	0	0	0	1.87490047333884
0.330168536188769	5.48294362568157	1.15311671610003	0.107592291552938	0	2.59619139385062	0	0	2.86174190764148	0	0	5.24019080431372	2.88296486828518	1.89390720394854	5.6478747762783	0	3.09391665321102	0	1.21380384527368	0.164063004077896	6.36825051236487	1.27082724394761	3.69109059312847	5.95762690714919	0.969316589176823	0	0	0	0.213181604432626
0.771694496150727	3.73056776102081	0.0153993912708504	0.343032768707591	0	0	0	0.604841064666708	0.527757360165953	0	0.00259999712431958	3.94872669265358	1.84121987461716	0	3.73449043294081	0.316299511979556	1.68201864538464	0.672703198463192	0.279544893933232	2.14400946099112	5.34862420829355	1.21729283438225	2.5871648304153	1.50640906016502	0	0	1.20920904618935	0	4.00565563263872
